timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728946283343,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946283905,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946283952,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946284950,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946284971,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946285378,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946286008,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946286025,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946286997,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946287055,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946287491,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946288053,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946288113,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946289022,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946289077,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946289534,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946290117,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946290149,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946291074,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946291114,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946291581,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946292220,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946292222,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946293091,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946293143,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946293661,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946294237,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946294323,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946295113,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946295167,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946295676,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946296306,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946296365,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946297129,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946297205,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946297717,22,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,22,0,0
1728946298343,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946298420,7,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,7,0,0
1728946299199,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946299212,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946299833,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946300444,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946300578,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946301233,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946301294,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946301891,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946302493,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946302583,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946303239,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946303395,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946303926,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946304627,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946304683,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946305308,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946305563,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946306061,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946306668,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946306778,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946307338,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946307598,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946308103,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946308750,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946308873,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946309401,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946309645,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946310249,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946310826,8,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,8,0,0
1728946310889,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946311494,9,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,9,0,0
1728946311705,7,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,7,0,0
1728946312336,47,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,46,0,0
1728946312906,7,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,7,0,0
1728946313595,7,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,7,0,0
1728946312944,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946313801,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946314503,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,6,0,0
1728946314994,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946315731,8,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,8,0,0
1728946315732,8,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,8,0,0
1728946315862,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946316607,8,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,8,0,0
1728946317450,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946317793,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946317815,7,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,7,0,0
1728946317916,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,1,0,0
1728946318625,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946319490,7,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,7,0,0
1728946319852,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946319859,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946319977,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946320687,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946321523,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946321873,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946321940,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946322052,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946322704,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946323576,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946323954,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946324032,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946324146,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946324782,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946325607,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,6,0,0
1728946325960,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946326155,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946326184,1,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,1,0,0
1728946326827,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946327646,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946328015,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946328187,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946328254,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946328875,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946329707,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946330189,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946330258,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946330267,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946330898,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946331759,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946332194,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946332281,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946332349,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946332912,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946333805,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946334262,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946334295,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946334409,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946335001,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946335859,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
